num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,info/num_training_step_calls_since_last_synch_worker_weights,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,counters/num_training_step_calls_since_last_synch_worker_weights,perf/cpu_util_percent,perf/ram_util_percent,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths
25,50,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,1,dda3f_00000,2024-09-02_09-34-01,1725237241,70.01354384422302,70.01354384422302,3719553,v1,143.248.233.21,70.01354384422302,1,0,0,0,0,49338,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,10000.342,0.009,0.199,0.172,0.007,0,0,0,0,49338,73.79599999999999,37.644,0,nan,nan,1.0,0.0,0.0,0.0,0.0,[],[]
25,50,0,10920,10920,5460,10920,5460,10920,545.9893517663539,1091.9787035327079,5460,5460,10920,10920,10920,False,2,dda3f_00000,2024-09-02_09-35-11,1725237311,70.01427507400513,140.02781891822815,3719553,v1,143.248.233.21,140.02781891822815,2,5460,10920,10920,10920,4740,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,10000.275,0.009,0.208,0.141,0.015,5460,10920,10920,10920,4740,73.75000000000001,39.662,2,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",207.987,695.448,39800.319,77983.926,[],[]
25,50,0,82883,51065,36797,51065,31337,40145,3133.6839367378616,4014.4794217806893,36797,36797,82883,40145,82883,False,3,dda3f_00000,2024-09-02_09-36-21,1725237381,70.01067852973938,210.03849744796753,3719553,v1,143.248.233.21,210.03849744796753,3,36797,51065,82883,51065,5473,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,10000.209,0.007,0.176,0.122,0.013,36797,51065,82883,51065,5473,74.92121212121212,42.001010101010095,7,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",113.84,695.448,21352.273,77983.926,[],[]
25,50,0,217114,119772,80374,119772,43577,68707,4357.650338438469,6870.621699591341,80374,80374,217114,68707,217114,False,4,dda3f_00000,2024-09-02_09-37-31,1725237451,70.05262923240662,280.09112668037415,3719553,v1,143.248.233.21,280.09112668037415,4,80374,119772,217114,119772,7078,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,10000.192,0.01,0.379,0.304,0.018,80374,119772,217114,119772,7078,76.92525252525253,43.470707070707064,12,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",79.32,1965.423,14039.348,104903.194,[],[]
25,50,0,384745,188249,154619,188249,74245,68477,7424.367595983463,6847.577882283784,154619,154619,384745,68477,384745,False,5,dda3f_00000,2024-09-02_09-38-41,1725237521,70.01967549324036,350.1108021736145,3719553,v1,143.248.233.21,350.1108021736145,5,154619,188249,384745,188249,31942,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,10000.193,0.01,0.713,0.639,0.017,154619,188249,384745,188249,31942,75.44999999999999,45.187,16,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",81.764,1965.423,14314.338,104903.194,[],[]
25,50,0,543899,271369,216792,271369,62173,83120,6217.222475639468,8311.896356539859,216792,216792,543899,83120,543899,False,6,dda3f_00000,2024-09-02_09-39-51,1725237591,70.19592499732971,420.3067271709442,3719553,v1,143.248.233.21,420.3067271709442,6,216792,271369,543899,271369,34081,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,10000.184,0.009,0.277,0.206,0.017,216792,271369,543899,271369,34081,75.41919191919192,46.186868686868685,20,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",75.305,2910.547,14191.641,114792.907,[],[]
24,47,0,750030,381768,299303,381768,82511,110399,8054.775149127153,10777.219057925471,299303,299303,750030,110399,750030,False,7,dda3f_00000,2024-09-02_09-41-02,1725237662,70.25948452949524,490.56621170043945,3719553,v1,143.248.233.21,490.56621170043945,7,299303,381768,750030,381768,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,10034.98,200.05,8.432,0.628,3.899,299303,381768,750030,381768,0,71.56099999999999,46.35100000000001,26,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",55.876,2369.763,14133.234,103438.367,[],[]
