num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,info/num_training_step_calls_since_last_synch_worker_weights,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,counters/num_training_step_calls_since_last_synch_worker_weights,perf/cpu_util_percent,perf/ram_util_percent,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths
25,50,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,1,f669f_00000,2024-09-02_11-21-33,1725243693,37.583247900009155,37.583247900009155,4085438,v1,143.248.233.21,37.583247900009155,1,0,0,0,0,50051,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,10000.103,0.006,0.127,0.107,0.005,0,0,0,0,50051,65.95185185185186,42.1351851851852,0,nan,nan,1.0,0.0,0.0,0.0,0.0,[],[]
25,50,0,80896,6656,25600,6656,25600,6656,2559.9398207506356,665.5843533951653,25600,25600,80896,6656,80896,False,2,f669f_00000,2024-09-02_11-22-11,1725243731,38.48481059074402,76.06805849075317,4085438,v1,143.248.233.21,76.06805849075317,2,25600,6656,80896,6656,42833,0.0,0.0,0.0,1026.0,1026,0,1,0.0,0.0,0.0,1,10000.174,0.008,0.191,0.129,0.014,25600,6656,80896,6656,42833,52.95636363636363,44.756363636363645,4,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",116.081,226.342,9706.264,37857.059,[0.0],[1026]
25,50,0,162740,14336,51712,14336,26112,7680,2611.1843738728085,767.9954040802378,51712,51712,162740,7680,162740,False,3,f669f_00000,2024-09-02_11-23-00,1725243780,48.664228439331055,124.73228693008423,4085438,v1,143.248.233.21,124.73228693008423,3,51712,14336,162740,14336,2578,4.18554080283684e-13,-2.220446049250313e-16,1.6886048115338781e-13,2009.04,50226,0,24,4.18554080283684e-13,-2.220446049250313e-16,1.6886048115338781e-13,24,10000.14,0.005,0.13,0.096,0.007,51712,14336,162740,14336,2578,56.530434782608694,43.149275362318846,9,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",74.63,154.034,9464.246,42750.805,"[0.0, 4.050093593832571e-13, -2.220446049250313e-16, 1.5432100042289676e-13, 3.859135233597044e-13, 2.220446049250313e-16, 1.1102230246251565e-16, 1.4210854715202004e-13, 4.1033842990145786e-13, 1.1102230246251565e-16, 3.0531133177191805e-13, 0.0, 2.5979218776228663e-13, 3.6504133049675147e-13, 2.220446049250313e-16, 2.220446049250313e-16, 4.18554080283684e-13, 0.0, 1.1479706074624119e-13, 3.814726312612038e-13, 0.0, 1.5565326805244695e-13, 3.6193270602780103e-13, 3.603783937933258e-13, 2.220446049250313e-16]","[1026, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050]"
25,50,0,247652,19460,77312,19460,25600,5124,2559.964355965045,512.3928656236285,77312,77312,247652,5124,247652,False,4,f669f_00000,2024-09-02_11-23-45,1725243825,45.1178138256073,169.85010075569153,4085438,v1,143.248.233.21,169.85010075569153,4,77312,19460,247652,19460,45821,4.18554080283684e-13,-2.220446049250313e-16,1.5076828674409626e-13,1958.357142857143,54834,0,3,4.18554080283684e-13,-2.220446049250313e-16,1.5076828674409626e-13,3,10000.142,0.008,0.185,0.126,0.013,77312,19460,247652,19460,45821,52.478125,44.40625,13,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",60.09,154.034,8640.531,42750.805,"[0.0, 4.050093593832571e-13, -2.220446049250313e-16, 1.5432100042289676e-13, 3.859135233597044e-13, 2.220446049250313e-16, 1.1102230246251565e-16, 1.4210854715202004e-13, 4.1033842990145786e-13, 1.1102230246251565e-16, 3.0531133177191805e-13, 0.0, 2.5979218776228663e-13, 3.6504133049675147e-13, 2.220446049250313e-16, 2.220446049250313e-16, 4.18554080283684e-13, 0.0, 1.1479706074624119e-13, 3.814726312612038e-13, 0.0, 1.5565326805244695e-13, 3.6193270602780103e-13, 3.603783937933258e-13, 2.220446049250313e-16, 0.0, 0.0, 0.0]","[1026, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 2560, 1024, 1024]"
